problem_id,year,correct_answer_gt,iteration_0_answer,iteration_0_correct,iteration_1_answer,iteration_1_correct,iteration_2_answer,iteration_2_correct,iteration_3_answer,iteration_3_correct,iteration_4_answer,iteration_4_correct,seed,experiment_type,source_file
8,2025,149,149,1,149,1,149,1,149,1,149,1,seed1,answer_only,seed1_answer_only.json
9,2025,907,907,1,907,1,907,1,907,1,907,1,seed1,answer_only,seed1_answer_only.json
0,2025,468,468,1,468,1,468,1,468,1,468,1,seed2,backtracking,seed2_backtracking_results.json
1,2025,49,49,1,49,1,49,1,49,1,49,1,seed2,backtracking,seed2_backtracking_results.json
10,2025,113,113,1,113,1,113,1,113,1,113,1,seed2,backtracking,seed2_backtracking_results.json
11,2025,19,19,1,19,1,19,1,39,0,19,1,seed2,backtracking,seed2_backtracking_results.json
12,2025,248,3,0,724,0,724,0,724,0,724,0,seed2,backtracking,seed2_backtracking_results.json
13,2025,104,104,1,104,1,104,1,104,1,104,1,seed2,backtracking,seed2_backtracking_results.json
14,2025,240,376,0,376,0,376,0,376,0,376,0,seed2,backtracking,seed2_backtracking_results.json
15,2025,468,468,1,468,1,468,1,468,1,468,1,seed2,backtracking,seed2_backtracking_results.json
16,2025,49,49,1,49,1,49,1,49,1,49,1,seed2,backtracking,seed2_backtracking_results.json
17,2025,82,82,1,,0,82,1,82,1,82,1,seed2,backtracking,seed2_backtracking_results.json
18,2025,106,106,1,106,1,106,1,106,1,106,1,seed2,backtracking,seed2_backtracking_results.json
19,2025,336,255,0,255,0,255,0,255,0,255,0,seed2,backtracking,seed2_backtracking_results.json
2,2025,82,74,0,74,0,82,1,82,1,82,1,seed2,backtracking,seed2_backtracking_results.json
20,2025,293,222,0,293,1,293,1,73,0,293,1,seed2,backtracking,seed2_backtracking_results.json
2024-I-1,2024,204,204,1,204,1,204,1,204,1,204,1,seed2,backtracking,seed2_backtracking_results.json
2024-I-10,2024,113,113,1,,0,113,1,113,1,113,1,seed2,backtracking,seed2_backtracking_results.json
2024-I-11,2024,371,35,0,139,0,35,0,35,0,67,0,seed2,backtracking,seed2_backtracking_results.json
2024-I-12,2024,385,36,0,36,0,36,0,36,0,36,0,seed2,backtracking,seed2_backtracking_results.json
2024-I-13,2024,110,110,1,110,1,110,1,110,1,110,1,seed2,backtracking,seed2_backtracking_results.json
2024-I-14,2024,104,104,1,104,1,104,1,104,1,104,1,seed2,backtracking,seed2_backtracking_results.json
2024-I-15,2024,721,721,1,721,1,721,1,721,1,721,1,seed2,backtracking,seed2_backtracking_results.json
2024-I-2,2024,25,25,1,25,1,25,1,25,1,25,1,seed2,backtracking,seed2_backtracking_results.json
2024-I-3,2024,809,809,1,809,1,809,1,809,1,809,1,seed2,backtracking,seed2_backtracking_results.json
2024-I-4,2024,116,116,1,116,1,116,1,116,1,116,1,seed2,backtracking,seed2_backtracking_results.json
2024-I-5,2024,104,104,1,104,1,104,1,104,1,104,1,seed2,backtracking,seed2_backtracking_results.json
2024-I-6,2024,294,294,1,294,1,294,1,294,1,294,1,seed2,backtracking,seed2_backtracking_results.json
2024-I-7,2024,540,540,1,540,1,540,1,540,1,540,1,seed2,backtracking,seed2_backtracking_results.json
2024-I-8,2024,197,39,0,39,0,39,0,197,1,,0,seed2,backtracking,seed2_backtracking_results.json
2024-I-9,2024,480,479,0,480,1,479,0,479,0,479,0,seed2,backtracking,seed2_backtracking_results.json
2024-II-1,2024,73,73,1,73,1,73,1,73,1,73,1,seed2,backtracking,seed2_backtracking_results.json
2024-II-10,2024,468,429,0,429,0,468,1,468,1,468,1,seed2,backtracking,seed2_backtracking_results.json
2024-II-11,2024,601,601,1,601,1,601,1,601,1,601,1,seed2,backtracking,seed2_backtracking_results.json
2024-II-12,2024,23,23,1,43,0,23,1,23,1,23,1,seed2,backtracking,seed2_backtracking_results.json
2024-II-13,2024,321,321,1,321,1,321,1,321,1,321,1,seed2,backtracking,seed2_backtracking_results.json
2024-II-14,2024,211,361,0,361,0,211,1,211,1,211,1,seed2,backtracking,seed2_backtracking_results.json
2024-II-15,2024,315,15,0,,0,15,0,15,0,15,0,seed2,backtracking,seed2_backtracking_results.json
2024-II-2,2024,236,336,0,236,1,236,1,236,1,236,1,seed2,backtracking,seed2_backtracking_results.json
2024-II-3,2024,45,45,1,45,1,45,1,37,0,45,1,seed2,backtracking,seed2_backtracking_results.json
2024-II-4,2024,33,33,1,33,1,33,1,33,1,33,1,seed2,backtracking,seed2_backtracking_results.json
2024-II-5,2024,80,80,1,80,1,80,1,80,1,80,1,seed2,backtracking,seed2_backtracking_results.json
2024-II-6,2024,55,55,1,55,1,55,1,55,1,55,1,seed2,backtracking,seed2_backtracking_results.json
2024-II-7,2024,699,699,1,699,1,699,1,699,1,699,1,seed2,backtracking,seed2_backtracking_results.json
2024-II-8,2024,127,2,0,2,0,2,0,2,0,127,1,seed2,backtracking,seed2_backtracking_results.json
2024-II-9,2024,902,902,1,902,1,902,1,902,1,902,1,seed2,backtracking,seed2_backtracking_results.json
21,2025,237,237,1,237,1,237,1,237,1,237,1,seed2,backtracking,seed2_backtracking_results.json
22,2025,610,200,0,610,1,610,1,610,1,610,1,seed2,backtracking,seed2_backtracking_results.json
23,2025,149,159,0,159,0,159,0,149,1,149,1,seed2,backtracking,seed2_backtracking_results.json
24,2025,907,907,1,907,1,907,1,907,1,914,0,seed2,backtracking,seed2_backtracking_results.json
25,2025,113,6,0,21,0,21,0,21,0,21,0,seed2,backtracking,seed2_backtracking_results.json
26,2025,19,19,1,19,1,19,1,19,1,19,1,seed2,backtracking,seed2_backtracking_results.json
27,2025,248,312,0,,0,312,0,,0,816,0,seed2,backtracking,seed2_backtracking_results.json
28,2025,104,104,1,104,1,104,1,104,1,104,1,seed2,backtracking,seed2_backtracking_results.json
29,2025,240,188,0,188,0,188,0,188,0,188,0,seed2,backtracking,seed2_backtracking_results.json
3,2025,106,106,1,106,1,106,1,106,1,106,1,seed2,backtracking,seed2_backtracking_results.json
4,2025,336,336,1,369,0,336,1,336,1,336,1,seed2,backtracking,seed2_backtracking_results.json
5,2025,293,293,1,293,1,293,1,293,1,293,1,seed2,backtracking,seed2_backtracking_results.json
6,2025,237,60671,0,60671,0,43503,0,60671,0,60671,0,seed2,backtracking,seed2_backtracking_results.json
7,2025,610,610,1,610,1,600,0,805,0,610,1,seed2,backtracking,seed2_backtracking_results.json
8,2025,149,150,0,150,0,150,0,150,0,150,0,seed2,backtracking,seed2_backtracking_results.json
9,2025,907,570,0,907,1,907,1,907,1,907,1,seed2,backtracking,seed2_backtracking_results.json
0,2025,468,468,1,468,1,468,1,468,1,468,1,seed2,base_sum,seed2_base_sum_results.json
1,2025,49,49,1,49,1,49,1,49,1,49,1,seed2,base_sum,seed2_base_sum_results.json
10,2025,113,113,1,113,1,129,0,113,1,129,0,seed2,base_sum,seed2_base_sum_results.json
11,2025,19,19,1,8,0,8,0,19,1,19,1,seed2,base_sum,seed2_base_sum_results.json
12,2025,248,3,0,3,0,3,0,3,0,,0,seed2,base_sum,seed2_base_sum_results.json
13,2025,104,104,1,104,1,104,1,104,1,104,1,seed2,base_sum,seed2_base_sum_results.json
14,2025,240,376,0,376,0,376,0,376,0,376,0,seed2,base_sum,seed2_base_sum_results.json
15,2025,468,468,1,468,1,468,1,468,1,468,1,seed2,base_sum,seed2_base_sum_results.json
16,2025,49,49,1,49,1,49,1,49,1,49,1,seed2,base_sum,seed2_base_sum_results.json
17,2025,82,82,1,82,1,82,1,82,1,82,1,seed2,base_sum,seed2_base_sum_results.json
18,2025,106,106,1,106,1,106,1,106,1,106,1,seed2,base_sum,seed2_base_sum_results.json
19,2025,336,255,0,342,0,336,1,255,0,348,0,seed2,base_sum,seed2_base_sum_results.json
2,2025,82,74,0,74,0,74,0,74,0,74,0,seed2,base_sum,seed2_base_sum_results.json
20,2025,293,222,0,73,0,73,0,2921,0,73,0,seed2,base_sum,seed2_base_sum_results.json
2024-I-1,2024,204,204,1,204,1,204,1,204,1,204,1,seed2,base_sum,seed2_base_sum_results.json
2024-I-10,2024,113,113,1,113,1,113,1,113,1,113,1,seed2,base_sum,seed2_base_sum_results.json
2024-I-11,2024,371,35,0,137,0,38,0,8,0,35,0,seed2,base_sum,seed2_base_sum_results.json
2024-I-12,2024,385,36,0,8,0,8,0,8,0,8,0,seed2,base_sum,seed2_base_sum_results.json
2024-I-13,2024,110,110,1,110,1,110,1,110,1,110,1,seed2,base_sum,seed2_base_sum_results.json
2024-I-14,2024,104,104,1,104,1,104,1,104,1,104,1,seed2,base_sum,seed2_base_sum_results.json
2024-I-15,2024,721,721,1,721,1,721,1,721,1,721,1,seed2,base_sum,seed2_base_sum_results.json
2024-I-2,2024,25,25,1,25,1,25,1,25,1,25,1,seed2,base_sum,seed2_base_sum_results.json
2024-I-3,2024,809,809,1,809,1,809,1,809,1,809,1,seed2,base_sum,seed2_base_sum_results.json
2024-I-4,2024,116,116,1,116,1,116,1,116,1,116,1,seed2,base_sum,seed2_base_sum_results.json
2024-I-5,2024,104,104,1,104,1,104,1,104,1,104,1,seed2,base_sum,seed2_base_sum_results.json
2024-I-6,2024,294,294,1,294,1,294,1,294,1,294,1,seed2,base_sum,seed2_base_sum_results.json
2024-I-7,2024,540,540,1,540,1,540,1,540,1,540,1,seed2,base_sum,seed2_base_sum_results.json
2024-I-8,2024,197,39,0,287,0,287,0,287,0,287,0,seed2,base_sum,seed2_base_sum_results.json
2024-I-9,2024,480,479,0,480,1,479,0,479,0,480,1,seed2,base_sum,seed2_base_sum_results.json
2024-II-1,2024,73,73,1,73,1,73,1,73,1,73,1,seed2,base_sum,seed2_base_sum_results.json
2024-II-10,2024,468,429,0,468,1,468,1,468,1,429,0,seed2,base_sum,seed2_base_sum_results.json
2024-II-11,2024,601,601,1,601,1,601,1,601,1,601,1,seed2,base_sum,seed2_base_sum_results.json
2024-II-12,2024,23,23,1,23,1,23,1,23,1,23,1,seed2,base_sum,seed2_base_sum_results.json
2024-II-13,2024,321,321,1,321,1,321,1,321,1,321,1,seed2,base_sum,seed2_base_sum_results.json
2024-II-14,2024,211,361,0,211,1,361,0,211,1,211,1,seed2,base_sum,seed2_base_sum_results.json
2024-II-15,2024,315,15,0,108,0,108,0,,0,108,0,seed2,base_sum,seed2_base_sum_results.json
2024-II-2,2024,236,336,0,236,1,236,1,236,1,236,1,seed2,base_sum,seed2_base_sum_results.json
2024-II-3,2024,45,45,1,45,1,45,1,45,1,45,1,seed2,base_sum,seed2_base_sum_results.json
2024-II-4,2024,33,33,1,33,1,33,1,33,1,33,1,seed2,base_sum,seed2_base_sum_results.json
2024-II-5,2024,80,80,1,80,1,80,1,80,1,80,1,seed2,base_sum,seed2_base_sum_results.json
2024-II-6,2024,55,55,1,55,1,55,1,55,1,55,1,seed2,base_sum,seed2_base_sum_results.json
2024-II-7,2024,699,699,1,699,1,699,1,699,1,699,1,seed2,base_sum,seed2_base_sum_results.json
2024-II-8,2024,127,2,0,127,1,127,1,127,1,127,1,seed2,base_sum,seed2_base_sum_results.json
2024-II-9,2024,902,902,1,902,1,1022,0,1022,0,1022,0,seed2,base_sum,seed2_base_sum_results.json
21,2025,237,237,1,237,1,237,1,237,1,237,1,seed2,base_sum,seed2_base_sum_results.json
22,2025,610,200,0,610,1,610,1,610,1,610,1,seed2,base_sum,seed2_base_sum_results.json
23,2025,149,159,0,159,0,159,0,159,0,159,0,seed2,base_sum,seed2_base_sum_results.json
24,2025,907,907,1,907,1,907,1,893,0,907,1,seed2,base_sum,seed2_base_sum_results.json
25,2025,113,6,0,6,0,6,0,6,0,6,0,seed2,base_sum,seed2_base_sum_results.json
26,2025,19,19,1,19,1,19,1,19,1,19,1,seed2,base_sum,seed2_base_sum_results.json
27,2025,248,312,0,312,0,312,0,,0,312,0,seed2,base_sum,seed2_base_sum_results.json
28,2025,104,104,1,104,1,104,1,104,1,104,1,seed2,base_sum,seed2_base_sum_results.json
29,2025,240,188,0,188,0,188,0,188,0,188,0,seed2,base_sum,seed2_base_sum_results.json
3,2025,106,106,1,106,1,106,1,106,1,106,1,seed2,base_sum,seed2_base_sum_results.json
4,2025,336,336,1,336,1,336,1,336,1,336,1,seed2,base_sum,seed2_base_sum_results.json
5,2025,293,293,1,73,0,293,1,293,1,293,1,seed2,base_sum,seed2_base_sum_results.json
6,2025,237,60671,0,60671,0,60671,0,60671,0,60671,0,seed2,base_sum,seed2_base_sum_results.json
7,2025,610,610,1,610,1,610,1,610,1,610,1,seed2,base_sum,seed2_base_sum_results.json
8,2025,149,150,0,150,0,150,0,150,0,150,0,seed2,base_sum,seed2_base_sum_results.json
9,2025,907,570,0,570,0,570,0,570,0,570,0,seed2,base_sum,seed2_base_sum_results.json
0,2025,468,468,1,468,1,468,1,468,1,468,1,seed2,firstk,seed2_firstk_results.json
1,2025,49,49,1,49,1,49,1,49,1,49,1,seed2,firstk,seed2_firstk_results.json
10,2025,113,113,1,64,0,,0,1,0,4464,0,seed2,firstk,seed2_firstk_results.json
11,2025,19,19,1,19,1,44,0,19,1,19,1,seed2,firstk,seed2_firstk_results.json
12,2025,248,3,0,724,0,208,0,3,0,3,0,seed2,firstk,seed2_firstk_results.json
13,2025,104,104,1,104,1,104,1,104,1,104,1,seed2,firstk,seed2_firstk_results.json
14,2025,240,376,0,294,0,92,0,198,0,216,0,seed2,firstk,seed2_firstk_results.json
15,2025,468,468,1,468,1,468,1,468,1,468,1,seed2,firstk,seed2_firstk_results.json
16,2025,49,49,1,49,1,49,1,49,1,49,1,seed2,firstk,seed2_firstk_results.json
17,2025,82,82,1,,0,82,1,128,0,6,0,seed2,firstk,seed2_firstk_results.json
18,2025,106,106,1,106,1,106,1,106,1,161,0,seed2,firstk,seed2_firstk_results.json
19,2025,336,255,0,345,0,360,0,324,0,360,0,seed2,firstk,seed2_firstk_results.json
2,2025,82,74,0,6,0,33,0,,0,60,0,seed2,firstk,seed2_firstk_results.json
20,2025,293,222,0,293,1,437,0,151,0,73,0,seed2,firstk,seed2_firstk_results.json
2024-I-1,2024,204,204,1,204,1,204,1,204,1,204,1,seed2,firstk,seed2_firstk_results.json
2024-I-10,2024,113,113,1,113,1,113,1,1497,0,113,1,seed2,firstk,seed2_firstk_results.json
2024-I-11,2024,371,35,0,51,0,43,0,133,0,141,0,seed2,firstk,seed2_firstk_results.json
2024-I-12,2024,385,36,0,24,0,72,0,24,0,,0,seed2,firstk,seed2_firstk_results.json
2024-I-13,2024,110,110,1,134,0,110,1,110,1,155,0,seed2,firstk,seed2_firstk_results.json
2024-I-14,2024,104,104,1,104,1,94,0,152,0,,0,seed2,firstk,seed2_firstk_results.json
2024-I-15,2024,721,721,1,721,1,721,1,721,1,721,1,seed2,firstk,seed2_firstk_results.json
2024-I-2,2024,25,25,1,25,1,25,1,25,1,25,1,seed2,firstk,seed2_firstk_results.json
2024-I-3,2024,809,809,1,809,1,809,1,809,1,2022,0,seed2,firstk,seed2_firstk_results.json
2024-I-4,2024,116,116,1,116,1,116,1,116,1,116,1,seed2,firstk,seed2_firstk_results.json
2024-I-5,2024,104,104,1,104,1,63,0,107,0,104,1,seed2,firstk,seed2_firstk_results.json
2024-I-6,2024,294,294,1,294,1,294,1,294,1,294,1,seed2,firstk,seed2_firstk_results.json
2024-I-7,2024,540,540,1,540,1,540,1,540,1,540,1,seed2,firstk,seed2_firstk_results.json
2024-I-8,2024,197,39,0,8603,0,197,1,197,1,2929,0,seed2,firstk,seed2_firstk_results.json
2024-I-9,2024,480,479,0,480,1,480,1,480,1,480,1,seed2,firstk,seed2_firstk_results.json
2024-II-1,2024,73,73,1,73,1,73,1,73,1,73,1,seed2,firstk,seed2_firstk_results.json
2024-II-10,2024,468,429,0,468,1,477,0,468,1,468,1,seed2,firstk,seed2_firstk_results.json
2024-II-11,2024,601,601,1,401,0,601,1,601,1,601,1,seed2,firstk,seed2_firstk_results.json
2024-II-12,2024,23,23,1,23,1,5,0,23,1,23,1,seed2,firstk,seed2_firstk_results.json
2024-II-13,2024,321,321,1,321,1,321,1,321,1,321,1,seed2,firstk,seed2_firstk_results.json
2024-II-14,2024,211,361,0,361,0,211,1,211,1,121,0,seed2,firstk,seed2_firstk_results.json
2024-II-15,2024,315,15,0,72,0,1278,0,,0,108,0,seed2,firstk,seed2_firstk_results.json
2024-II-2,2024,236,336,0,236,1,246,0,,0,236,1,seed2,firstk,seed2_firstk_results.json
2024-II-3,2024,45,45,1,418,0,45,1,45,1,45,1,seed2,firstk,seed2_firstk_results.json
2024-II-4,2024,33,33,1,33,1,33,1,33,1,33,1,seed2,firstk,seed2_firstk_results.json
2024-II-5,2024,80,80,1,80,1,80,1,80,1,80,1,seed2,firstk,seed2_firstk_results.json
2024-II-6,2024,55,55,1,55,1,55,1,55,1,55,1,seed2,firstk,seed2_firstk_results.json
2024-II-7,2024,699,699,1,699,1,699,1,699,1,699,1,seed2,firstk,seed2_firstk_results.json
2024-II-8,2024,127,2,0,31,0,113,0,7,0,163,0,seed2,firstk,seed2_firstk_results.json
2024-II-9,2024,902,902,1,1021,0,,0,256,0,256,0,seed2,firstk,seed2_firstk_results.json
21,2025,237,237,1,237,1,60671,0,606,0,60671,0,seed2,firstk,seed2_firstk_results.json
22,2025,610,200,0,600,0,995,0,610,1,610,1,seed2,firstk,seed2_firstk_results.json
23,2025,149,159,0,149,1,149,1,160,0,149,1,seed2,firstk,seed2_firstk_results.json
24,2025,907,907,1,914,0,907,1,907,1,907,1,seed2,firstk,seed2_firstk_results.json
25,2025,113,6,0,2,0,6,0,11,0,11,0,seed2,firstk,seed2_firstk_results.json
26,2025,19,19,1,19,1,19,1,19,1,70,0,seed2,firstk,seed2_firstk_results.json
27,2025,248,312,0,208,0,,0,208,0,,0,seed2,firstk,seed2_firstk_results.json
28,2025,104,104,1,104,1,104,1,104,1,104,1,seed2,firstk,seed2_firstk_results.json
29,2025,240,188,0,216,0,188,0,188,0,188,0,seed2,firstk,seed2_firstk_results.json
3,2025,106,106,1,106,1,106,1,106,1,106,1,seed2,firstk,seed2_firstk_results.json
4,2025,336,336,1,360,0,480,0,312,0,216,0,seed2,firstk,seed2_firstk_results.json
5,2025,293,293,1,293,1,221,0,293,1,73,0,seed2,firstk,seed2_firstk_results.json
6,2025,237,60671,0,279,0,151,0,607,0,60671,0,seed2,firstk,seed2_firstk_results.json
7,2025,610,610,1,624,0,800,0,600,0,610,1,seed2,firstk,seed2_firstk_results.json
8,2025,149,150,0,149,1,149,1,150,0,149,1,seed2,firstk,seed2_firstk_results.json
9,2025,907,570,0,907,1,907,1,907,1,772,0,seed2,firstk,seed2_firstk_results.json
0,2025,468,468,1,468,1,468,1,468,1,468,1,seed2,lastk,seed2_lastk_results.json
1,2025,49,49,1,49,1,49,1,49,1,49,1,seed2,lastk,seed2_lastk_results.json
10,2025,113,113,1,113,1,12,0,12,0,12,0,seed2,lastk,seed2_lastk_results.json
11,2025,19,19,1,19,1,19,1,19,1,19,1,seed2,lastk,seed2_lastk_results.json
12,2025,248,3,0,724,0,724,0,724,0,724,0,seed2,lastk,seed2_lastk_results.json
13,2025,104,104,1,104,1,104,1,104,1,104,1,seed2,lastk,seed2_lastk_results.json
14,2025,240,376,0,376,0,376,0,376,0,376,0,seed2,lastk,seed2_lastk_results.json
15,2025,468,468,1,468,1,468,1,468,1,468,1,seed2,lastk,seed2_lastk_results.json
16,2025,49,49,1,49,1,49,1,49,1,49,1,seed2,lastk,seed2_lastk_results.json
17,2025,82,82,1,82,1,,0,82,1,6,0,seed2,lastk,seed2_lastk_results.json
18,2025,106,106,1,106,1,106,1,106,1,106,1,seed2,lastk,seed2_lastk_results.json
19,2025,336,255,0,255,0,255,0,255,0,336,1,seed2,lastk,seed2_lastk_results.json
2,2025,82,74,0,74,0,74,0,74,0,,0,seed2,lastk,seed2_lastk_results.json
20,2025,293,222,0,293,1,293,1,293,1,293,1,seed2,lastk,seed2_lastk_results.json
2024-I-1,2024,204,204,1,204,1,204,1,204,1,204,1,seed2,lastk,seed2_lastk_results.json
2024-I-10,2024,113,113,1,113,1,113,1,113,1,113,1,seed2,lastk,seed2_lastk_results.json
2024-I-11,2024,371,35,0,35,0,35,0,35,0,35,0,seed2,lastk,seed2_lastk_results.json
2024-I-12,2024,385,36,0,36,0,36,0,36,0,36,0,seed2,lastk,seed2_lastk_results.json
2024-I-13,2024,110,110,1,110,1,110,1,110,1,110,1,seed2,lastk,seed2_lastk_results.json
2024-I-14,2024,104,104,1,104,1,104,1,104,1,104,1,seed2,lastk,seed2_lastk_results.json
2024-I-15,2024,721,721,1,721,1,721,1,721,1,721,1,seed2,lastk,seed2_lastk_results.json
2024-I-2,2024,25,25,1,25,1,25,1,25,1,25,1,seed2,lastk,seed2_lastk_results.json
2024-I-3,2024,809,809,1,809,1,809,1,809,1,809,1,seed2,lastk,seed2_lastk_results.json
2024-I-4,2024,116,116,1,116,1,116,1,116,1,116,1,seed2,lastk,seed2_lastk_results.json
2024-I-5,2024,104,104,1,104,1,104,1,104,1,104,1,seed2,lastk,seed2_lastk_results.json
2024-I-6,2024,294,294,1,294,1,294,1,294,1,294,1,seed2,lastk,seed2_lastk_results.json
2024-I-7,2024,540,540,1,540,1,540,1,540,1,540,1,seed2,lastk,seed2_lastk_results.json
2024-I-8,2024,197,39,0,39,0,39,0,39,0,39,0,seed2,lastk,seed2_lastk_results.json
2024-I-9,2024,480,479,0,479,0,479,0,479,0,479,0,seed2,lastk,seed2_lastk_results.json
2024-II-1,2024,73,73,1,73,1,73,1,73,1,73,1,seed2,lastk,seed2_lastk_results.json
2024-II-10,2024,468,429,0,468,1,429,0,429,0,468,1,seed2,lastk,seed2_lastk_results.json
2024-II-11,2024,601,601,1,601,1,601,1,601,1,601,1,seed2,lastk,seed2_lastk_results.json
2024-II-12,2024,23,23,1,23,1,23,1,23,1,23,1,seed2,lastk,seed2_lastk_results.json
2024-II-13,2024,321,321,1,321,1,321,1,321,1,321,1,seed2,lastk,seed2_lastk_results.json
2024-II-14,2024,211,361,0,361,0,361,0,361,0,361,0,seed2,lastk,seed2_lastk_results.json
2024-II-15,2024,315,15,0,90,0,15,0,15,0,15,0,seed2,lastk,seed2_lastk_results.json
2024-II-2,2024,236,336,0,236,1,236,1,236,1,236,1,seed2,lastk,seed2_lastk_results.json
2024-II-3,2024,45,45,1,45,1,45,1,45,1,45,1,seed2,lastk,seed2_lastk_results.json
2024-II-4,2024,33,33,1,33,1,33,1,33,1,33,1,seed2,lastk,seed2_lastk_results.json
2024-II-5,2024,80,80,1,80,1,80,1,80,1,80,1,seed2,lastk,seed2_lastk_results.json
2024-II-6,2024,55,55,1,55,1,55,1,55,1,55,1,seed2,lastk,seed2_lastk_results.json
2024-II-7,2024,699,699,1,699,1,699,1,699,1,699,1,seed2,lastk,seed2_lastk_results.json
2024-II-8,2024,127,2,0,2,0,2,0,2,0,2,0,seed2,lastk,seed2_lastk_results.json
2024-II-9,2024,902,902,1,903,0,903,0,903,0,903,0,seed2,lastk,seed2_lastk_results.json
21,2025,237,237,1,237,1,237,1,237,1,237,1,seed2,lastk,seed2_lastk_results.json
22,2025,610,200,0,290,0,290,0,605,0,610,1,seed2,lastk,seed2_lastk_results.json
23,2025,149,159,0,149,1,149,1,149,1,149,1,seed2,lastk,seed2_lastk_results.json
24,2025,907,907,1,907,1,907,1,907,1,907,1,seed2,lastk,seed2_lastk_results.json
25,2025,113,6,0,6,0,6,0,6,0,6,0,seed2,lastk,seed2_lastk_results.json
26,2025,19,19,1,40,0,19,1,19,1,19,1,seed2,lastk,seed2_lastk_results.json
27,2025,248,312,0,312,0,312,0,312,0,208,0,seed2,lastk,seed2_lastk_results.json
28,2025,104,104,1,104,1,104,1,104,1,104,1,seed2,lastk,seed2_lastk_results.json
29,2025,240,188,0,231,0,231,0,231,0,231,0,seed2,lastk,seed2_lastk_results.json
3,2025,106,106,1,106,1,106,1,106,1,106,1,seed2,lastk,seed2_lastk_results.json
4,2025,336,336,1,336,1,336,1,336,1,336,1,seed2,lastk,seed2_lastk_results.json
5,2025,293,293,1,293,1,293,1,,0,293,1,seed2,lastk,seed2_lastk_results.json
6,2025,237,60671,0,60671,0,60671,0,59902,0,60670,0,seed2,lastk,seed2_lastk_results.json
7,2025,610,610,1,600,0,220,0,600,0,600,0,seed2,lastk,seed2_lastk_results.json
8,2025,149,150,0,150,0,150,0,,0,159,0,seed2,lastk,seed2_lastk_results.json
9,2025,907,570,0,570,0,570,0,570,0,570,0,seed2,lastk,seed2_lastk_results.json
0,2025,468,468,1,468,1,468,1,468,1,468,1,seed2,postThink,seed2_postThink_results.json
1,2025,49,49,1,49,1,49,1,49,1,49,1,seed2,postThink,seed2_postThink_results.json
10,2025,113,113,1,23,0,23,0,113,1,93,0,seed2,postThink,seed2_postThink_results.json
11,2025,19,19,1,19,1,19,1,19,1,19,1,seed2,postThink,seed2_postThink_results.json
12,2025,248,3,0,724,0,894,0,24,0,724,0,seed2,postThink,seed2_postThink_results.json
13,2025,104,104,1,104,1,104,1,104,1,104,1,seed2,postThink,seed2_postThink_results.json
14,2025,240,376,0,376,0,376,0,376,0,376,0,seed2,postThink,seed2_postThink_results.json
15,2025,468,468,1,468,1,468,1,468,1,468,1,seed2,postThink,seed2_postThink_results.json
16,2025,49,49,1,49,1,49,1,49,1,49,1,seed2,postThink,seed2_postThink_results.json
17,2025,82,82,1,66,0,66,0,82,1,82,1,seed2,postThink,seed2_postThink_results.json
18,2025,106,106,1,106,1,106,1,106,1,106,1,seed2,postThink,seed2_postThink_results.json
19,2025,336,255,0,336,1,336,1,336,1,336,1,seed2,postThink,seed2_postThink_results.json
2,2025,82,74,0,74,0,82,1,22,0,82,1,seed2,postThink,seed2_postThink_results.json
20,2025,293,222,0,,0,,0,,0,222,0,seed2,postThink,seed2_postThink_results.json
2024-I-1,2024,204,204,1,204,1,204,1,204,1,204,1,seed2,postThink,seed2_postThink_results.json
2024-I-10,2024,113,113,1,,0,113,1,113,1,113,1,seed2,postThink,seed2_postThink_results.json
2024-I-11,2024,371,35,0,35,0,35,0,35,0,35,0,seed2,postThink,seed2_postThink_results.json
2024-I-12,2024,385,36,0,36,0,36,0,36,0,36,0,seed2,postThink,seed2_postThink_results.json
2024-I-13,2024,110,110,1,110,1,110,1,110,1,110,1,seed2,postThink,seed2_postThink_results.json
2024-I-14,2024,104,104,1,104,1,104,1,104,1,104,1,seed2,postThink,seed2_postThink_results.json
2024-I-15,2024,721,721,1,721,1,721,1,721,1,721,1,seed2,postThink,seed2_postThink_results.json
2024-I-2,2024,25,25,1,25,1,25,1,25,1,25,1,seed2,postThink,seed2_postThink_results.json
2024-I-3,2024,809,809,1,809,1,809,1,809,1,809,1,seed2,postThink,seed2_postThink_results.json
2024-I-4,2024,116,116,1,116,1,116,1,116,1,116,1,seed2,postThink,seed2_postThink_results.json
2024-I-5,2024,104,104,1,728,0,291,0,291,0,107,0,seed2,postThink,seed2_postThink_results.json
2024-I-6,2024,294,294,1,294,1,294,1,294,1,294,1,seed2,postThink,seed2_postThink_results.json
2024-I-7,2024,540,540,1,540,1,540,1,540,1,540,1,seed2,postThink,seed2_postThink_results.json
2024-I-8,2024,197,39,0,197,1,197,1,197,1,197,1,seed2,postThink,seed2_postThink_results.json
2024-I-9,2024,480,479,0,479,0,479,0,479,0,479,0,seed2,postThink,seed2_postThink_results.json
2024-II-1,2024,73,73,1,73,1,73,1,73,1,73,1,seed2,postThink,seed2_postThink_results.json
2024-II-10,2024,468,429,0,429,0,429,0,429,0,429,0,seed2,postThink,seed2_postThink_results.json
2024-II-11,2024,601,601,1,601,1,601,1,601,1,601,1,seed2,postThink,seed2_postThink_results.json
2024-II-12,2024,23,23,1,23,1,23,1,23,1,23,1,seed2,postThink,seed2_postThink_results.json
